,0,1
7799,14079.png,"{\beta_h}(g) = - { g^3 \over 16\pi^2}  \left(  3 N_c -    N_f  (1- \gamma)  \right)     \, ,\qquad \gamma(g) =   - {g^2 \over  8 \pi^2}  {N_c^2 -1 \over  N_c}  + O(g^4),  
"
7800,1408.png,"u\partial_u\left(f^2uj\right)+\partial_\phi\left(f^2g\right)=0.
"
7801,14080.png,"E_{i}=\epsilon_{ijk}[D_{j}[A],C_{k}] + [D_{i}[A],\phi].
"
7802,14081.png,"A_{2m+1,0}^T{1\over\sqrt2}+\sum_{n=1}^\infty A_{2m+1,2n}^T (-1)^n=0.
"
7803,14082.png,"F_r={F\over r}\left({-{2\over 3}\atop r-{1\over 3}}\right)(-1)^{r-{1\over3}}\,,
"
7804,14083.png,"j_{top}^\alpha = \frac{R^2}{k \sqrt{\alpha^\prime}} \epsilon^{\alpha \beta} \partial_\beta y .
"
7805,14084.png,"\rho_{\mu}^{a}(t)=\int_{0}^{1}sds\epsilon_{\mu\nu}\gamma^{\mu}(t)\sqrt{g(s\gamma(t))}J^{a}(s\gamma(t))
"
7806,14086.png,"\epsilon_{i} = \left(e^{\frac{i}{2} a r M \gamma_{r}}\right)_{ij} \left(\delta_{jk} + \frac{i}{2} a x^{\alpha} \gamma_{\alpha} (M_{jk} - i\delta_{jk} \gamma_{r}) \right) \xi_{k}
"
7807,14087.png,"Z^{IJ} = \left(\begin{array}{cc}Z_1 \epsilon & 0 \\ 0 &Z_2\epsilon\end{array}\right) \ , \quad {\rm where}\quad \epsilon = \left(\begin{array}{cc} 0 & 1 \\ -1 & 0 \end{array}\right).
"
7808,14088.png,"\xi^a\,=\,{\rm constant}\times d^{abc}\,\xi^b\,\xi^c \ \ \Rightarrow \ \\xi \in CP(2), 
"
7809,14089.png,"\pi ^{-}(a,b,c)=c\otimes b\otimes a+a\otimes c\otimes b+b\otimes a\otimes c.
"
7810,1409.png,"S_{SMM}=N\left[\mbox{Tr}\;Y^{-1}\Lambda~+~V(Y)\right],
"
7811,14090.png,"D_{\mu} \epsilon = \frac{a}{2} \gamma_{\mu} \epsilon,
"
7812,14092.png,"b_{i}b_{j} - q_{ij}b_{j}b_{i} = 0    ,\forall i,j\in S
"
7813,14093.png,"||\delta \sigma ||^2_{\hat g}=\int_\Sigma \sqrt{\hat g} e^\sigma |\delta \sigma|^2,
"
7814,14094.png,"E_{eff(3+1)}=-\frac{1}{2\pi^{2}}\int_{0}^{+\infty}k\ln\left(\frac{k^{2}+m^{2}_{f}}{m_{f}^{2}}\right) (\Delta(k)-c) dk
"
7815,14095.png,"    S=(\Omega , \varphi^* S)\,.
"
7816,14096.png,"|\rho\cdot\alpha|_{\mbox{min}}+   |\rho\cdot\alpha|_{\mbox{max}}<h^\vee,\qquad   |\rho^\vee\cdot\alpha|_{\mbox{min}}   +|\rho^\vee\cdot\alpha|_{\mbox{max}}<h.   
"
7817,14097.png,"S^{\mu} \rightarrow S^{\mu} \, \, ; \, \, A^{\mu}\rightarrow A^{\mu} ,
"
7818,14098.png,"\mathcal{W}^{\mathrm{U(1)}}\Sigma =-\partial ^2b\;,  
"
7819,14099.png,"S = \pmatrix{e^{\gamma/2} & 0 \cr 0 & e^{-\gamma/2}} ,
"
7820,141.png,"\frac{\delta \eta}{\delta \alpha_m} \propto \sum_n \left( F_{mn}\dot{\alpha}_n-\lambda P_{mn}\ddot{\alpha}_n \right)= 0  
"
7821,1410.png,"{\cal P}_n \ =\ \mbox{span} \{ \tau _2^{n_2} \tau _3^{n_3} \tau_4^{n_4} \ldots \tau_{N}^{n_{N}} : 0 \leq \sum n_i \leq n \}\ .
"
7822,14100.png,"\Psi\approx \psi_1(q)|(x'+{1\over 2} p_1^{\prime 2}t, k')\rangle +\psi_2(q)|(x'+{1\over 2} p_2^{\prime 2}t, k')\rangle.
"
7823,14101.png,"\mathcal{F}_{\Sigma }=\mathcal{B}_{\Sigma }-\varepsilon ^{\alpha }\mathcal{W}%_{\alpha \;}.  
"
7824,14102.png,"\phi_m(t) = e^{-i \omega t} f(m - t).
"
7825,14103.png,"\beta_\Omega^{(\sigma)}=-e^{-\pi\Omega}\alpha_\Omega^{(\sigma)}\ ,
"
7826,14104.png,"S \ = \ \int d^4x \ \left( \ (\partial_\mu m )^2  + (\partial_\mu n)^2 \ + \ \frac{1}{e_m^2} (f^{abc} \partial_\mu m^b\partial_\nu m^c)^2 \ + \ \frac{1}{e_n^2} (f^{abc} \partial_\mu n^b\partial_\nu n^c)^2 \ \right)
"
7827,14105.png,"{\cal A}_+ = - \frac{2}{\partial_-} \partial {\cal A} \;\;\;\;\;  {\cal A}^*_+ = - \frac{2}{\partial_-}\partial^*{\cal A}^*
"
7828,14106.png,"T^-=-\partial \Phi \partial \varphi + Q \partial^2 \varphi
"
7829,14107.png,"E_{A^{+}}+E_{D^{+}}=\frac{N_{1}}{2}\Big[ k_{1}\left(N_{2}+1\right) +k_{2}\left(r-1\right) \Big]\; .
"
7830,14108.png,"\left\{  \begin{array}{rcl}3F^{2}(A) +F^{2}(B) & = & 0\, ,\\& & \\\sqrt{3}F(A)-s(\alpha){}^{\star}F(B) & = & 0\, .\\  \end{array}\right.
"
7831,14109.png,"S_{BH}=4\pi\sqrt{{\textstyle{1\over{(D-3)^2}}}Q_1Q_2{(2m)}^{2\over{D-3}}}.
"
7832,1411.png,"C_6 = R^2 e^{2 \Phi_D} { 1 \over g^2_{YM}(W)} dx_4 \wedge d \Omega_2
"
7833,14110.png,"\sigma = {g^2M \over 32\pi^2} \int^{+\infty}_{-\infty} dy_3\left\{\left({d\bar\chi \over dy_3}\right)^2 + 2 \left(1 - \cos\bar\chi\right)\right\} = {3g^2M \over 8\pi^2} \ldots
"
7834,14111.png,"w=\left(\begin{array}{ll}a, & -\bar c\\c, & \bar a\end{array}\right)\in SU(2).
"
7835,14112.png,"C = C_{(0)} + C_{(2)} + C_{(4)} + C_{(6)} + C_{(8)}
"
7836,14113.png,"e^{2\phi(t)} = \sqrt{\frac{C^2}{8\kappa\phi_0}}    \left( t^\sigma + t^{-\sigma} \right),
"
7837,14114.png,"\Delta u=e^u-1+4\pi\sum_{n=1}^N\delta^{(2)}(z^1-z^1_n,\bar{z}^{\bar{1}} -\bar{z}^{\bar{1}}_n),
"
7838,14115.png,"ds^2=\exp^{-2A_0(y)}\left(1+2 f(t,y)\right)dt^2-a(t)^2\exp^{-2A_0(y)}\left(1+2 g(t,y)\right) d \vec{x}^2-b_0^2 dy^2,
"
7839,14116.png,"f(q,K )=\sum_{n=0}^{\infty}\sum_{A=0,1}\frac{1}{2i\,n!} f^{A\,\alpha_1\ldots\alpha_n}(K)^A q_{\alpha_1}\ldots q_{\alpha_n}\, \,,
"
7840,14117.png,"f_B\equiv 0, \qquad H\equiv \frac{\xi}{2\eta^2}
"
7841,14118.png,"{\check{x}}^{-m}\ast{\check{x}}^{-n}=-\frac {(-i)^{m+n+1}} {4(m-1)!(n-1)!}\oint\limits_{{\Gamma}_1}\oint\limits_{{\Gamma}_2}dk_1\;dk_2
"
7842,14119.png,"g_{SYM}^2 = \frac {R^{3-d} l_s^{3d-6}}{L_i^d g^{d-3}}.
"
7843,1412.png,"\mathcal{U}^{-1} (\mathcal{R}) \sigma_3 \frac {\partial}{\partial y}\mathcal{U} (\mathcal{R}) = \sigma_2 \frac {\partial}{\partial y},
"
7844,14120.png,"P^{(N_f=1,\nu=1)}(\lambda,m)=\frac{\lambda}{2}  e^{-\lambda^2/4}\frac{1}{mI_1(m)}  \left[tI_2(\lambda)I_3(t)-\lambda I_2(t)I_3(\lambda)  \right]_{t=\sqrt{\lambda^2+m^2}}\:.
"
7845,14121.png,"p^s\approx 0,\quad p^a\approx 0,\quad p^{ij}\approx 0.
"
7846,14122.png,"l_\gamma\equiv \int ds\sqrt{\overline y^{\prime\,2}(s)}\ ,
"
7847,14123.png,"\Delta ^{\mu \nu }=\eta ^{\mu \nu }-\frac{a^{\mu }P^{\nu }+a^{\nu}P^{\mu }}{P^0+m},
"
7848,14124.png,"\zeta(s)={1\over 16\pi^2}[{\sigma^{2-s}\over (s-1)(s-2)}-{1\over 6}\sigma_{ii}\sigma^{-s}+{1\over 12}s\sigma^{-s}{\sigma_i^2\over \sigma}]+\cdots .
"
7849,14125.png,"L_{_{(1)}}(Q_{_{(1)}})=\Delta _{_{(1)}}^{^A}\dot{Q}_{_{(1)}}^{^A}-H(Q_{_{(1)}})\;,
"
7850,14126.png,"D_+D_-L=0~~({\rm for}~~n=(1,1)); \qquad D_+\partial_{--}L=0{}~~({\rm for}~~n=(1,0)).
"
7851,14128.png,"\begin{array}{lcr}x_0=X_0[R_1+|Y_0|^2+|Y_1|^2]^{-{1\over2}}\\x_1=X_1[R_1+|Y_0|^2+|Y_1|^2]^{-{1\over2}},\end{array}
"
7852,14129.png,"H^2(\Omega^2)= \frac{3T^2}{64\pi^2}\left[-{\textstyle \frac{1}{2}}\ln    \left(\frac{\Omega^2-\mu^2}{T^2}\right)-1.50699\right].
"
7853,1413.png,"H_T(q,p;\lambda)=H_0(q,p)\,+\,\lambda^\alpha\,\phi_\alpha(q,p)\ \ \ ,
"
7854,14130.png,"\left\langle V,W\right\rangle =(-)^{\eta _{V}\eta _{W}}tr(\bar{V}^{\dagger}W)
"
7855,14131.png,"\partial_\mu \left\langle \hat{J}^\mu_5(x) \right\rangle = {\cal A}(x) .
"
7856,14132.png,"H_0\equiv{p^2\over2}+{\Omega^2\over2}q^2,\quad   H'\equiv V(q)-{\Omega^2\over2}q^2,
"
7857,14133.png,"\bar{L}_d=\gamma_5\bar{\gamma}_\tau(\bar{H}_d+\partial_\tau)~~~,~~~~\bar{L}_d^2=\bar{H}_d^2-\partial^2_\tau~~~.
"
7858,14134.png,"B(\vec{x})=B_{\rm reg}(\vec{x})+2\pi\Phi^{(0)}\delta(\vec{x}),
"
7859,14135.png,"\Gamma^a=\gamma^a\otimes{\tau_3}, \hspace{1cm} \Gamma^{\underline{3}}={\bf 1}\otimes{\tau_2}, \hspace{1cm} \Gamma^5=-{\bf 1}\otimes{\tau_1},
"
7860,14136.png,"v_S^2=v_{SS}=\left\{\ \begin{array}{ll} \frac Tm&\quad T\ll m\\[1.5mm]      \frac 13 &\quad T\gg m \end{array}\right.
"
7861,14137.png,"{\cal U}(x)=6\sum_{i=1}^n\wp(x-x_i)+2\sum_{j=1}^m\wp(x-x_j),\quad3n+m=N
"
7862,14138.png,"{\cal X}(F(X).G(X))=Lim_{a{\longrightarrow}0}f*g(x)
"
7863,14139.png,"\int_{0}^{2L} dR \int_{-L}^{L} dr {\Phi}^{\star,++}(r,R){\Phi}^{++}(r,R) =1 ,
"
7864,1414.png,"{\cal L}^{1,1}\!(u,v)={\cal R}^{1,1}\!(u,v)
"
7865,14140.png,"\{\theta_a,\theta_b\} = C^{-1}_{ab}
"
7866,14141.png,"T_1^N(N)=L_1^NZ^{N2}Y^{N-1,2},\ \ T_2^N(N)=1,
"
7867,14142.png,"\mid\alpha, \lambda > = \{ g(\mid\alpha\mid ) \}^{-\frac{1}{2}}\sum^{\infty }_{m=0}\frac{(\frac{\alpha}{2})^{m}}{\{m! \Gamma (m+\lambda+\frac{3}{2})\}^{\frac{1}{2}}} \mid m, \lambda>,
"
7868,14143.png,"{*} F_{\mu\nu}= \frac{\sqrt{a}}{2\pi i}\,\frac{\partial _\mu \theta \partial _\nu {\bar \theta}- \partial _\nu \theta \partial _\mu {\bar \theta}}{(1+{\bar \theta}\theta )^2}.
"
7869,14144.png,"p=2{\cal B}(x^0) = {{\cal T}_p\over 1+ 2\pi^2\lambda^2 e^{\sqrt{2}x^0}}~,
"
7870,14145.png,"[C_1] = 2E_1 \qquad    [C_2] = E_2 \qquad   [C_3] = E_3
"
7871,14146.png,"I(L) = (j(j+1)-\{m\}(\{m\}+1))N,
"
7872,14147.png,"{\cal Z}=\{u\in SU_q(2)|au=ua~~~ \forall a\in SU_q(2)\}~.
"
7873,14148.png,"(H_{1}H_{2}...H_{n})^{4u^{(\alpha)}/r^{(\alpha)})}[\sum _{i=1}^{n}H_{i}^{-2/r^{(\alpha)}}dz_{i}^{m_{i}}dz_{i}^{m_{i}}+dx^{\gamma}dx^{\gamma}]= 
"
7874,14149.png,"{\cal Z}_n=\int_{\overline{{\cal M}}_{0,n}}{\omega^{(n)}}^{n-3}e^{-{\cal S}_{(n)}}, \qquad \omega^{(n)}={\omega_{WP}^{(n)}\over \pi^2},
"
7875,1415.png,"ds^2_3 = - \left(1 + \frac{y^2}{\ell^2} \right) dt^2 + \left(1 + \frac{y^2}{\ell^2} \right)^{-1} dy^2 + y^2 d\phi^2,
"
7876,14150.png,"P^{\rm t}_{{\bf k}_{\perp}} = e^{- 2 S_{{\bf k}_{\perp}}},
"
7877,14151.png,"\check{\cal R}_W(\check{\Lambda}_{boost},P)_{\alpha\beta}=\delta_{\alpha\beta}
"
7878,14152.png,"c ={\sqrt{ q^\Lambda N_{\Lambda\Sigma}\,q^\Sigma }}=q^0\, e^{-K(Z^\Lambda_{fixed} )/2}\ .
"
7879,14153.png,"m = {1\over 2\pi}\, \oint \, k \, dl\, ,
"
7880,14154.png,"\Lambda_l^{ext}=[B_F(x)+B_G(x)]e_l(x)e_l\prime(x).
"
7881,14155.png,"(-1)^{I+ E_p + N_+} \,.     
"
7882,14156.png,"0< \,\mathbf{x}\cdot (\mathbf{e}_1^++\mathbf{e}_1^-+\mathbf{e}_2^++\mathbf{e}_2^-)=4\cos(\tau)\cos(\omega_-)\big(x_1\cos(\omega_+)-x_2\sin(\omega_+)\big)
"
7883,14157.png,"\frac{g_{UV}^{(1)}}{g_{IR}^{(1)}}=2\qquad \left( \mbox{PCM}\right) .
"
7884,14159.png,"{\cal L} = -{1\over 4}E^{(11)}[{\cal R}^{(11)} + {1\over {12}}F^{(11)}_{MNPQ}F^{(11)\ MNPQ} - {8\over {12^4}}\varepsilon^{M_1 \cdots M_{11}}F_{M_1 \cdots M_4}F_{M_5 \cdots M_8}A_{M_9 M_{10} M_{11}}],
"
7885,1416.png,"\epsilon_{I}\mp\alpha_{IJ}\gamma^{0}\epsilon^{J}= 0\, .
"
7886,14160.png,"ds^2 ={\frac{{{ {d\alpha}}^2} + {{\left( -\left( \beta\,              {d\alpha} \right)  +           {d\beta} \right) }^2}}{2}}~.
"
7887,14161.png,"\tilde{F}^{[n]}(z+\phi)\rightarrow e^{(n-1)f(z+\phi) -nf(z)} (\tilde{F}^{[n]}(z+\phi) -\delta_{n,1} h^{\bar{0}} (f(z+\phi) + \bar{f}(\bar{z}))
"
7888,14162.png,"f'(g'_0)=f(g_0),\quad g'_0=gg_0.  
"
7889,14163.png,"N^{W_{3}}_{W_{1}W_{2}} = N^{W_{3}}_{W_{2}W_{1}}.
"
7890,14164.png,"\delta_P(x)\equiv \sum_{m=-\infty}^\infty \delta (x-m) =\sum_{Q=-\infty}^\infty e^{2\pi iQx}
"
7891,14165.png,"\left( A^\prime e^{nA}\right)^\prime = e^{nA}\left( \frac{1}{6} T_0 ^0  +\left( \frac{n}{12} -\frac{1}{6}\right) T_5 ^5 +\left( n-1\right)  \bar{\Lambda} e^{-2A}\right) . 
"
7892,14166.png,"\partial^3_Th={2\over \pi}{E_4(T)E_4(U)E_6(U)\over \eta^{24}(U)(j(T)-j(U))}.
"
7893,14167.png,"Q_M ={4\pi\over e} {\rm diag}\,\, (n_{N_1}, n_{N-1}-n_{N-2}, \dots,           n_2-n_1, -n_1 )  \, .
"
7894,14168.png,"\sigma\pi (A)-A\in J\quad\quad \forall A\in\mathcal{P}   
"
7895,14169.png,"(1+\omega)/2,(1-\omega)/2,2;-x/\Sigma_0^2
"
7896,1417.png,"\eta _{l,0}(z)=\phi '_{K}(z)\propto \frac{1}{\cosh ^{l}z}
"
7897,14170.png,"\alpha_P'\simeq [ {27\over 32 \pi g^2 N}+ 0(\frac{1}{g^4 N^2})] \; { \beta^2}.
"
7898,14171.png,"\delta^{(1)} S    = - \frac{1}{12} \sum_{\langle ijk \rangle}    \bar{\epsilon}_1 \Gamma_{\mu} \theta_{[ \, i}     \bar{\theta}_j \Gamma^{\mu} \theta_{k \, ]}. \\
"
7899,14173.png,"{\bf U}(t)\;{\bf U}(ut)=\eta t^{k} {\bf 1} 
"
7900,14174.png,"S_{BH}={\pi\over 8}\sqrt{J_4}.
"
7901,14175.png,"f^{(2)}_{ij}(x,y) = \left( \begin{array}{cccccc} 0 & 0 & -1 & 0 & -\frac{m}{2} \partial^2_x & -\partial^1_x \\ 0 & 0 & 0 & -1& \frac{m}{2} \partial^1_x & -\partial^2_x \\ 0 & 0 & 0 & 0 & \partial^1_x & 0 \\ 1 & 0 & 0 & 0 & \partial^2_x & 0 \\ -\frac{m}{2} \partial^2_x & \frac{m}{2} \partial^1_x & \partial^1_x & \partial^2 & 0 & 0 \\ -\partial^1_x & -\partial^2_x & 0 & 0 & 0 & 0 \\ \end{array} \right) \delta^2(x-y) .
"
7902,14176.png,"j(j+1)=l(l+1)+4,\qquad l=1,2,\ldots .
"
7903,14177.png,"\psi(t,x) = e^{-i \omega t} \phi(x).
"
7904,14178.png,"  I = \int d^2x d^2\theta\; E\; L(x, \theta),
"
7905,14179.png,"T(t ; \zeta )\to t^{-1}(t/2)^{-i\zeta }\approx \frac{1}{2}e^{(-i\zeta -1)\eta }.
"
7906,1418.png,"S^1 \ni e^{it} \longmapsto \sigma_t : C(S^3_q) \rightarrow C(S^3_q),
"
7907,14180.png,"W_{\pm}' [\phi] = {\rm sgn} (W_{\pm}') \sqrt{V[\phi]+W_{\pm}[\phi]^2}
"
7908,14181.png,"A_{1}(k,k)=A_{2}(k,k+2)\ ,\ A_{2}(k+1,k+2)=A_{1}(k,k+1)  
"
7909,14182.png,"X=\sum_1\frac{\alpha_N}{N}\sigma^N;\;Y=\sum_1\frac{\beta_N}{N}\sigma^N;\;Z=\sum_1\frac{\gamma_N}{N}\sigma^N.
"
7910,14183.png,"ds^2 = (dX^0)^2 - R(X^0)^2 \sum_{i=1}^{D-1}(dX^i)^2
"
7911,14184.png,"(\gamma^{\mu})^{+} = \gamma^0 \gamma^{\mu} \gamma^0 \; \: .
"
7912,14185.png,"\frac{dU}{du}|_{r=R}=\sqrt{\frac{C(r)}{A(U,V)}}\;and\;\frac{dv}{dV}|_{r=R}=\sqrt{\frac{A(U,V)}{C(r)}}
"
7913,14186.png,"^\chi \bar{A}^{\Omega _\chi}_\mu =\bar{W}^\chi _\mu +\bar{C}^\chi _\mu\ .
"
7914,14187.png,"ds^2=-\frac{4H^2}{{B_1}_\pm}(r-{r_H}_\pm)dt^2+\frac{dr^2}{{B_1}_\pm(r-{r_H}_\pm)},
"
7915,14188.png,"{\Phi}=\frac{1}{2}\left(\begin{array}{c}-A_{Ij}E^{j}_{\nu}\\D_{ij}E^{j}_{\nu}\\E^{i}_{\nu}\\\end{array}\right)={\frac{1}{2}}\left(\begin{array}{ccc}{\cal E}_{I}^{M}&0&0\\0&T_{i}^{\mu}&0\\0&0&T_{i}^{\mu}\\\end{array}\right){\hat \Phi}
"
7916,14189.png,"\partial^\rho T^{s\ast}_{\rho\mu} =i[A^\rho,T^{s\ast}_{\rho\mu}],
"
7917,1419.png,"-i\frac{\delta}{\delta J_+(t_1)} \langle t_2|t_2\rangle \Bigg|_{+=-}= i\frac{\delta}{\delta J_-(t_1)} \langle t_2|t_2\rangle\Bigg|_{+=-}=\langle t_2|\Phi(t_1)|t_2 \rangle.
"
7918,14190.png,"\bar\theta^{ab}=f^{acb}\,\theta^c
"
7919,14191.png,"R\to \left\{\begin{array}{ll}\frac\zeta{\sqrt{2n^3}}, & (r\to\infty) \\ \frac\zeta{\sqrt{2n'n^2}}. & (r= 0)\end{array}\right.
"
7920,14192.png,"\left[ L_{n},T_{2k}(z)\right] \;=\;z^{n+1}\frac{dT_{2k}(z)}{dz}%\;+\;2k\;(n+1)\;z^{n}T_{2k}(z)
"
7921,14193.png,"\pi_P\circ\varrho_V = \bigoplus_{\beta\in I_{N_V}}\pi_{V^*PV}^{(\beta)}
"
7922,14194.png,"\Delta^a = \int d^2 \theta \frac{\partial^2 \delta_L}{\partial \theta^2 \delta \Phi^A(\theta)} \,\theta^a \frac{\delta}{\delta \bar{\Phi}_A(\theta)} = (-1)^{\epsilon_A} \frac{\delta_L}{ \delta \phi^A} \, \frac{\delta}{ \delta \phi_{A a}^*}.
"
7923,14195.png,"g_{3}=\frac{x^{2}+y^{2}}{2xy},  
"
7924,14196.png,"R_{\mu\nu,\alpha\beta} = \partial_\alpha \Phi_{\mu\nu,\beta} - \partial_\beta\Phi_{\mu\nu,\alpha} + \partial_\mu \Phi_{\alpha\beta,\nu} - \partial_\nu\Phi_{\alpha\beta,\nu}
"
7925,14197.png,"\frac{T}{T_{\rm hg}} = 1 + \gamma_1(R_0) + \frac{\delta}{N^2 R_0^2}\ \ \ \mbox{for} \ \ R_0 \gg \sqrt{N}
"
7926,14198.png,"d\hat{s}_{E}^{2} = -G(dt - \omega d\phi)^2 +A dr^2 +B d\theta^2 +C d\phi^2\, ,
"
7927,14199.png,"\mu_n=\frac{-4\pi^2\mu_{n-1}(\sigma)}{\Gamma(1+nk')}.
"
7928,142.png,"D_{\nu }\eta ^{\mu }=\partial _{\nu }\eta ^{\mu }-\eta ^{\beta }\Gamma_{\beta \nu }^{\mu }+\eta ^{\mu }\theta _{\nu }D\equiv \mathcal{D}_{\nu}\eta ^{\mu }+\theta _{\nu }\eta ^{\mu }D
"
7929,1420.png,"\int_0^{\infty}dkk^{{\mu}-1}{\rm sin}(ak+\frac{b}{k})={\pi}\left(\frac{b}{a}\right)^{\frac{\mu}{2}}\{ {\rm cos}\frac{{\mu}{\pi}}{2}J_{\mu}(2\sqrt{ab})-{\rm sin}\frac{{\mu}{\pi}}{2}N_{\mu}(2\sqrt{ab}) \}
"
7930,14200.png,"\langle  \chi, S_{k}S_{l}\rangle=\langle  \chi, S_{k}\rangle\langle  \chi, S_{l}\rangle\;\;\;\;\chi\in{\mathcal G}.
"
7931,14201.png,"{\cal A}_2(x)  = \frac{1}{4\pi} {\rm tr}\; \gamma_5 {\not \!\! D} *{\not \!\! D} = \frac{1}{4\pi} {\rm tr }\left(  \gamma_5 \gamma^\mu\gamma^\nu \right)D_\mu* D_\nu \; .
"
7932,14202.png,"<\alpha |a^{\dagger }\rightarrow \oint_B\;\frac{dw}{2\pi i}\;\left( \frac1{w-\alpha ^{*}}\right) \;\frac w{z-w}=\frac{\alpha ^{*}}{z-\alpha ^{*}}%,  \; \;  ( |z| > |\alpha|)
"
7933,14203.png,"{\tilde r}_{\rm e}={V^*\over  V-V^*}g_s \ell_s (N-M)\ .
"
7934,14205.png,"m(x) =m(0) e^{-x^2} \simeq m(0) \left( 1 - x^2 + {\mathcal O}(x^4)\right).
"
7935,14206.png,"r \approx N^{1/5} E^{2/5} M^{-7/5} \ \leftrightarrow\ E \approx  N^{-1/2} r^{5/2} M^{7/2}\ . 
"
7936,14207.png,"\Pi_{00}  (0,k) \approx \frac{e^2}{8 \beta}  \left[  \beta k + \frac{8\ln  [2 + 2  \cos  (e_{N} \beta \tilde{A}_0  )]}{\pi}  \exp \left\{ {-\frac{\pi \beta k}{8  \ln [2 +  2  \cos (e_{N} \beta \tilde{A}_0  )]}}\right\} \right]
"
7937,14208.png,"\Omega\equiv\Omega^AQ_A=dH+H\wedge H=(dH^A+\frac{1}{2}f^A_{BC}H^B\wedge H^C)Q_A=T^aP_a+\frac{1}{2}R^{ab}M_{ab}.
"
7938,14209.png,"c_{IR}=3n\left(1+\frac{2n}{k}\right).
"
7939,1421.png,"\frac{d}{du} \biggl[ \frac{1}{ \cosh^4u} \frac{d}{du}\bigl( \cosh^2 u f_0 \bigr) \biggr] = \frac{1}{ \cosh^4u}.
"
7940,14210.png,"\partial_{\mu} A^{\mu}(x)=-\frac{\alpha\hbar}{16\pi^{2}} \epsilon_{\mu\nu \sigma \lambda} F^{\mu \nu}(x)F^{\sigma \lambda}(x),
"
7941,14211.png,"\ {\rm Im}  {\cal A}^{(oo\to oo)}_{\rm annulus}\ \  \stackrel{v\to1_{-}}{\sim}\ \ \ \Bigl\vert {\cal A}^{(oo\to oo)}_{\rm disk}(\pi/2) \Bigr\vert^2 \sim  e^{-  2s \alpha^\prime\log 2}\ . 
"
7942,14212.png,"\left\langle \phi (x)\phi (y)\right\rangle =\sum_{n}\frac{1}{2\omega _{n}}\exp (-i\left( x_{0}-y_{0}\right) \omega _{n})\phi _{n}(\vec{x})\phi_{n}^{*}(\vec{y})\ .  
"
7943,14213.png,"i\hbar\frac{d\Psi_{A}}{d s^{A}} =\hat{\cal H}_{A}\Psi_{A}, \;  \;\;A=n+1...D
"
7944,14214.png,"{\cal H}_{p - 1} = C_{p - 1} + H_{p - 1},
"
7945,14215.png,"% \eta_t = - \partial_t \ln ( 1 - c_t) = \frac{ \partial c_t}{ 1 - c_t}% \; .% %
"
7946,14216.png,"ds^{2} = dr^{2} + r^{2} {d {\theta}}^{2} + r^{2} sin^{2}{\theta} d{\phi}^{2},
"
7947,14217.png,"\lim_{n\rightarrow\infty} {\cal E}[d(n),n]=constant.
"
7948,14218.png,"\frac{d\bar \lambda}{d\lambda} = e^{\Omega(\lambda)}
"
7949,14219.png,"\Omega_I =-\frac{\sin 2k\tilde{t}}{\sinh\frac{\pi k}{\lambda}}   \Omega_R. 
"
7950,1422.png,"\hat\Psi(\hat\phi, \theta)\rightarrow \hat\Psi(F^{- 1}_{\alpha} \hat\phi F_{\alpha}, \theta + \alpha)
"
7951,14220.png,"{\cal M}=\{(p_1,...,p_c) \in {\bf C}^c|(c-3) \; \mbox{D-flatness conditions}\}/U(1)^{c-3}.
"
7952,14221.png,"< b_i^{\dagger} b_i > = { 1 \over {\rm e}^{ \beta \omega_i } - q }
"
7953,14223.png,"\frac{d y_i(x)}{dx}=g_i(x,y_1,\ldots,y_N) \ \ \ \ \ \ \ \ i=1,2,\ldots,N
"
7954,14224.png,"H^2 = \left({\dot a \over a}\right)^2 = {8 \pi \over 3 m_{\rm Pl}^2} \left[V\left(\phi\right) + {1 \over 2} \dot\phi^2\right]
"
7955,14226.png,"F(\xi)=1- 4MA\xi, \qquad G(\xi) = 1-\xi^2,
"
7956,14227.png,"\left\{M_2\ge M_1>0,~J\ge {1\over 3}\left(M_2-M_1\right)\right\}
"
7957,14228.png,"\left( \begin{array}{c} R\\ G\\ B \end{array} \right) \; \; \; , \; \; \;j\left( \begin{array}{c} R\\ G\\ B \end{array} \right) \; \; \; \; \; .
"
7958,14229.png,"{dq_i\over d\lambda} ={\partial G\over\partial p_i}\, , \quad{dp_i\over d\lambda} =-\, {\partial G\over\partial q_i}\, ,
"
7959,1423.png,"L_{12} = -L_{21} = L\;,\qquad L_{ij} = 0\quad\mbox{otherwise}\;.
"
7960,14230.png,"\lbrack (p_{\mu }\gamma \cdot p^{^{\prime }}+p_{\mu }^{^{\prime }}\gamma\cdot p-p\cdot p^{^{\prime }}\gamma _{\mu })+((p+p^{^{\prime }})_{\mu}+i(p^{^{\prime }}-p)_{\alpha }\epsilon _{\alpha \mu \nu }\gamma _{\nu})w+w^{2}\gamma _{\mu }]
"
7961,14231.png,"[b_{ {\bf{0}} }, b^{\dagger}_{ {\bf{0}} }] =b_{ {\bf{0}} }b^{\dagger}_{ {\bf{0}} } - b^{\dagger}_{ {\bf{0}} }b_{ {\bf{0}} } = exp(-i\mbox{ }X_{0})\mbox{  }N_{0}\mbox{  }exp(i\mbox{ }X_{0}) - N_{0} = 1
"
7962,14232.png,"E_{ij} \equiv \frac{\dot{A}_{ij} - N^s F_{sij}}{N}  
"
